Country,Country_Code,Year,Fertility_Rate,Urban_Population_Percent,Total_Population,Water_Access_Percent,Unemployment_Rate,Sanitary_Expense_Per_GDP,Life_Expectancy,Life_Expectancy_Female,Life_Expectancy_Male,Infant_Deaths,GDP_Per_Capita,Hospital_Beds_Per_1000,Female_Population,Male_Population,Alcohol_Consumption_Per_Capita,Immunization_Rate,Sanitary_Expense_Per_Capita,CO2_Exposure_Percent,Air_Pollution,Labour_Force_Total,Tuberculosis_Per_100000,Suicide_Rate_Percent,Obesity_Rate_Percent,Underweight_Rate_Percent,Overweight_Rate_Percent,Safe_Water_Access_Percent,log_GDP_Per_Capita,Life_Expectancy_Score,log_GDP_Per_Capita_Score,Safe_Water_Access_Percent_Score,Unemployment_Rate_Score,Immunization_Rate_Score,Aggregate_Score
Djibouti,DJI,2020,2.848,78.062,1090156.0,,27.645,2.15048313,62.694,65.461,60.071,1136.0,2921.73870623293,,548686.0,541471.0,0.38,70.0,62.75099945,35.9243304831101,35.9243304831101,235554.0,192.0,,14.52,11.75,20.05,47.28,7.979934165393947,0.4046017699115045,0.37214270986546516,0.2913025944347359,0.22641615412699753,0.6375,0.38639264566774056
Djibouti,DJI,2021,2.804,78.217,1105557.0,,27.548,2.87667227,62.305,65.019,59.728,1106.0,3062.55148207643,,556667.0,548890.0,,59.0,87.74766541,,,240479.0,201.0,,10.34,11.67,20.69,47.28,8.027003665185624,0.39400953029271607,0.3788776963024763,0.2913025944347359,0.2291403375740726,0.5,0.3586660317208002
Dominica,DMA,2012,1.824,68.685,68888.0,,,5.79509926,70.538,73.215,68.214,22.0,7054.87597689432,4.01,34127.0,34761.0,6.39,97.0,408.77490234,18.6039506649296,18.6039506649296,,11.0,,12.73,3.68,37.06,95.3,8.861474284670214,0.6181892443839345,0.4982787591815565,0.9368194649818523,,0.975,0.7570718671368358
Dominica,DMA,2013,1.772,68.982,68819.0,,,5.34749842,68.896,71.31,66.78,22.0,7240.67911908479,4.01,34077.0,34742.0,6.4,96.0,387.08288574,19.0541863206737,19.0541863206737,,4.9,,13.16,3.64,37.58,95.42,8.887470281959288,0.5734785568413887,0.5019984224440381,0.9384325850248689,,0.9625,0.7441023910775739
Dominica,DMA,2014,1.734,69.28,69371.0,,,5.26141691,69.434,72.118,67.096,22.0,7502.12090974081,3.98,34444.0,34926.0,6.41,97.0,394.67294312,19.2837003253437,19.2837003253437,,1.6,,13.61,3.61,38.09,95.42,8.922941047512863,0.5881279782164737,0.5070737923963647,0.9384325850248689,,0.975,0.7521585889094268
Dominica,DMA,2015,1.694,69.579,70007.0,,,5.15941811,68.727,71.082,66.587,24.0,7724.04241057376,3.7,34863.0,35144.0,6.31,98.0,398.52124023,21.0213905070044,21.0213905070044,,11.0,,14.07,3.58,38.59,95.42,8.952093134286018,0.5688767869298843,0.5112450478780831,0.9384325850248689,,0.9875,0.751513604958209
Dominica,DMA,2016,1.657,69.88,70075.0,,,5.12308073,70.128,73.019,67.571,25.0,8223.04145029796,3.7,34895.0,35179.0,6.3,99.0,421.32177734,21.0269310891431,21.0269310891431,,8.1,,14.56,3.56,39.11,95.42,9.014695425733816,0.6070251872021784,0.5202025593386421,0.9384325850248689,,1.0,0.7664150828914224
Dominica,DMA,2017,1.629,70.181,70403.0,,,5.46245432,67.525,69.647,65.596,25.0,7408.09130082314,3.28,35104.0,35299.0,6.21,91.0,404.60903931,20.1703226562748,20.1703226562748,,1.6,,15.09,3.53,39.62,95.42,8.91032810087522,0.5361470388019062,0.5052690563164993,0.9384325850248689,,0.9,0.7199621700358186
Dominica,DMA,2018,1.617,70.483,70823.0,,,6.18495989,73.59,77.247,70.405,26.0,7833.19501250117,3.11,35370.0,35452.0,6.1,94.0,484.5222168,20.3127256712935,20.3127256712935,,6.4,,15.63,3.5,40.14,,8.966125753329663,0.7012933968686181,0.5132529192035269,,,0.9375,0.7173487720240482
Dominica,DMA,2019,1.611,70.786,71428.0,,,5.16903925,73.559,77.205,70.355,27.0,8561.58701121461,3.02,35755.0,35673.0,6.1,99.0,442.51159668,20.0434244381572,20.0434244381572,,16.0,,16.18,3.47,40.67,,9.055040850457988,0.7004492852280462,0.5259754247719985,,,1.0,0.7421415700000149
Dominica,DMA,2020,1.597,71.09,71995.0,,,5.99901152,73.649,77.26,70.433,28.0,7003.46989117043,3.0,36112.0,35883.0,5.02,96.0,420.02459717,20.6672998234563,20.6672998234563,,16.0,,16.77,3.45,41.22,,8.85416100395805,0.7028999319264806,0.49723233109915754,,,0.9625,0.720877421008546
Dominica,DMA,2021,1.595,71.395,72412.0,,,6.50494003,72.814,76.301,69.725,29.0,7668.15813216962,2.98,36373.0,36039.0,,92.0,482.42965698,,,,16.0,,17.38,3.43,41.78,,8.94483172630157,0.680163376446562,0.510206042056791,,,0.9125,0.700956472834451
Dominican Republic,DOM,2012,2.485,75.802,10030882.0,43.9085944864059,6.722,5.04897833,72.514,76.166,69.243,6185.0,6049.47158709846,1.73,4965013.0,5065869.0,6.73,85.0,305.4364624,17.6468205135185,17.6468205135185,4176432.0,54.0,1.88,16.86,4.26,49.93,86.91,8.70772620623498,0.6719945541184478,0.47627956166382757,0.8240354886409463,0.8140253320976213,0.825,0.7222669873041687
Dominican Republic,DOM,2013,2.466,76.749,10157051.0,44.0339925874748,7.352,4.91598225,72.713,76.322,69.457,6174.0,6171.29512670907,1.72,5030991.0,5126060.0,6.65,83.0,303.37979126,17.6634551412186,17.6634551412186,4236156.0,55.0,2.0,17.4,4.21,50.71,87.39,8.727664001956152,0.6774132062627636,0.47913238109807466,0.8304879688130125,0.7963321818743506,0.8,0.7166731476096402
Dominican Republic,DOM,2014,2.445,77.67,10282115.0,44.1550220923269,6.719,4.79757166,72.867,76.396,69.662,6165.0,6533.67091082712,1.53,5096363.0,5185752.0,6.59,91.0,313.45751953,18.9396637119659,18.9396637119659,4325193.0,54.0,2.21,17.96,4.17,51.47,87.87,8.784724225240208,0.6816065350578626,0.48729690019455524,0.8369404489850787,0.8141095851939225,0.9,0.7439906938862838
Dominican Republic,DOM,2015,2.43,78.566,10405832.0,44.2718554077265,7.605,4.72216797,72.953,76.377,69.828,6164.0,6838.93674590634,1.52,5160958.0,5244874.0,6.57,85.0,322.94607544,19.9571847572804,19.9571847572804,4579344.0,55.0,10.38,18.53,4.14,52.22,88.36,8.830387552028615,0.6839482641252553,0.49383068296152455,0.8435273558273961,0.7892268374196085,0.825,0.7271066280667569
Dominican Republic,DOM,2016,2.406,79.436,10527592.0,44.3844165394738,7.284,4.57663107,72.987,76.304,69.948,6148.0,7191.06970308651,1.37,5224450.0,5303141.0,6.64,87.0,329.10879517,19.2491722418682,19.2491722418682,4685793.0,51.0,10.39,19.13,4.11,52.96,88.85,8.880595216156129,0.684874063989108,0.5010146967800143,0.8501142626697136,0.7982419187238465,0.85,0.7368489884325364
Dominican Republic,DOM,2017,2.39,80.277,10647244.0,44.4923768099181,5.832,4.49336958,73.063,76.319,70.074,6122.0,7513.49798180543,1.49,5286818.0,5360426.0,6.69,84.0,337.60925293,19.1203299259262,19.1203299259262,4752184.0,46.0,2.13,19.74,4.1,53.69,89.33,8.924456412856632,0.6869434989788972,0.5072906199616155,0.8565667428417798,0.8390204173336704,0.8125,0.7404642558231925
Dominican Republic,DOM,2018,2.381,81.074,10765531.0,44.5939613974756,5.861,4.12601566,73.232,76.499,70.233,6079.0,7947.15933093481,1.24,5348537.0,5416994.0,6.76,87.0,327.90109253,19.5892802619564,19.5892802619564,4931651.0,45.0,1.95,20.36,4.09,54.4,89.82,8.98056982693195,0.6915452688904016,0.5153196639158595,0.8631536496840972,0.8382059707360913,0.85,0.7516449106452899
Dominican Republic,DOM,2019,2.344,81.828,10881882.0,44.6893608651201,6.356,4.23948717,73.577,76.965,70.471,5973.0,8173.34469885261,1.25,5409472.0,5472410.0,6.76,89.0,346.50790405,19.4968181870994,19.4968181870994,5091385.0,42.0,1.84,21.0,4.09,55.12,90.31,9.008633491942158,0.700939414567733,0.5193351814814401,0.8697405565264149,0.8243042098463785,0.875,0.7578638724843934
Dominican Republic,DOM,2020,2.303,82.54,10999664.0,44.7787855135927,6.126,4.93998051,72.889,76.914,69.364,5796.0,7167.91497432809,1.42,5472181.0,5527482.0,6.5,82.0,354.09362793,19.8267440369685,19.8267440369685,4805372.0,41.0,,21.67,4.09,55.83,90.8,8.877370092744025,0.6822055820285907,0.5005532267721676,0.8763274633687324,0.8307636138961441,0.7875,0.735469977213127
Dominican Republic,DOM,2021,2.273,83.213,11117873.0,44.8626582257639,7.702,4.91815567,72.615,76.291,69.298,5620.0,8476.74963892506,,5535650.0,5582224.0,,84.0,416.89974976,,,5101650.0,42.0,,22.35,4.1,56.54,91.29,9.045082358012191,0.6747447243022462,0.5245505039240531,0.8829143702110499,0.7865026539725336,0.8125,0.7362424504819766
Ecuador,ECU,2012,2.517,62.988,15483883.0,63.9977979252036,3.235,6.86373377,76.062,78.842,73.332,4851.0,5666.21744687686,1.49,7739326.0,7744557.0,4.19,87.0,389.75610352,20.8650376880852,20.8650376880852,6732540.0,44.0,10.1,14.01,1.48,54.79,79.87,8.642277057147334,0.7686044928522804,0.46691470473162894,0.7293991127839764,0.911955514365153,0.85,0.7453747649466077
Ecuador,ECU,2013,2.419,63.125,15722989.0,64.4567910969441,3.083,6.88127422,76.369,78.997,73.777,4545.0,6141.98318144215,1.51,7859194.0,7863795.0,4.13,87.0,416.34295654,19.8592620729833,19.8592620729833,6857058.0,42.0,14.16,14.69,1.47,55.75,80.77,8.722902962710165,0.7769639210347175,0.47845114303755326,0.7414975131066003,0.9162243379110849,0.85,0.7526273830179913
Ecuador,ECU,2014,2.335,63.261,15957994.0,64.9152564369809,3.48,6.83199883,76.622,79.124,74.146,4258.0,6436.76103650622,1.54,7976779.0,7981215.0,4.06,83.0,435.51330566,20.2791788990402,20.2791788990402,7045425.0,40.0,13.0,15.38,1.45,56.68,81.66,8.769780747937428,0.7838529611980939,0.485158697804442,0.753461486758973,0.9050748448338811,0.8,0.745509598119078
Ecuador,ECU,2015,2.26,63.398,16195902.0,65.3736735755729,3.616,7.60513353,76.789,79.209,74.391,4022.0,6002.1083111024,1.53,8095675.0,8100227.0,3.85,78.0,466.23751831,20.1729639726852,20.1729639726852,7548658.0,39.0,13.28,16.1,1.44,57.59,82.55,8.69986607167261,0.7884002722940776,0.47515488645153625,0.7654254604113456,0.9012553711348893,0.7375,0.7335471980583698
Ecuador,ECU,2016,2.201,63.534,16439585.0,65.8315610896667,4.597,7.41604376,76.763,79.137,74.41,3832.0,5941.23470878371,1.39,8217460.0,8222126.0,3.53,83.0,450.82925415,20.7399169622061,20.7399169622061,7951902.0,40.0,13.58,16.85,1.42,58.5,99.69,8.689672254187682,0.7876923076923078,0.4736962938850929,0.9958327732222072,0.8737046086443677,0.8,0.786185196688795
Ecuador,ECU,2017,2.174,63.67,16696944.0,66.1811722729968,3.836,7.53717899,76.972,79.395,74.577,3694.0,6256.68301935971,1.4,8346245.0,8350700.0,3.3,85.0,470.80328369,19.2459328647667,19.2459328647667,8190955.0,43.0,14.15,17.63,1.41,59.41,100.0,8.74140545455203,0.7933832539142271,0.48109859058123633,1.0,0.8950768107394614,0.825,0.7989117310469849
Ecuador,ECU,2018,2.133,63.821,17015672.0,66.3946984801382,3.53,7.82609653,77.094,79.604,74.623,3582.0,6316.46884119534,1.4,8506021.0,8509651.0,3.26,85.0,494.71490479,18.386683414634,18.386683414634,8227052.0,44.0,12.25,18.42,1.39,60.31,100.0,8.750915603335475,0.7967052416609937,0.4824593597280073,1.0,0.9036706265621929,0.825,0.8015670455902388
Ecuador,ECU,2019,2.088,63.986,17343740.0,66.6098571346883,3.812,7.77070522,77.297,79.953,74.699,3468.0,6203.72705079758,1.39,8670974.0,8672767.0,3.26,85.0,484.36807251,17.769931645036,17.769931645036,8387366.0,46.0,11.63,19.24,1.38,61.21,100.0,8.732905527647995,0.8022328114363512,0.47988237004208406,1.0,0.8957508355098717,0.825,0.8005732033976614
Ecuador,ECU,2020,2.051,64.166,17588595.0,66.8266652974836,6.127,8.35889626,72.153,76.056,68.765,3353.0,5450.43376119582,1.32,8798448.0,8790148.0,2.54,70.0,471.87576294,16.6570210758922,16.6570210758922,7769265.0,45.0,,20.1,1.37,62.11,100.0,8.603450473700478,0.6621647379169504,0.46135916422095014,1.0,0.8307355295307103,0.6375,0.7183518863337222
Ecuador,ECU,2021,2.026,64.361,17797737.0,67.044902482394,4.552,8.28661728,73.67,77.462,70.26,3233.0,6036.4472741675,1.3,8910903.0,8886835.0,,72.0,494.30838013,,,8652009.0,46.0,,21.0,1.36,63.02,100.0,8.705570918230444,0.7034717494894486,0.4759711701248767,1.0,0.8749684050888871,0.6625,0.7433822649406424
"Egypt, Arab Rep.",EGY,2012,3.335,42.946,91240376.0,,12.597,4.45891809,70.085,72.745,67.513,55126.0,3059.13542779204,1.41,45030881.0,46209495.0,0.19,93.0,142.75941467,61.7247558733889,61.7247558733889,29544119.0,,,,,,,8.025887615087257,0.6058543226684817,0.37871800515834264,,0.6490296851742635,0.925,0.639650503250272
"Egypt, Arab Rep.",EGY,2013,3.419,42.893,93377890.0,,13.154,4.6710043,70.052,72.82,67.398,55251.0,3088.8908340843,1.4,46092575.0,47285316.0,0.19,97.0,142.59768677,70.1484599687517,70.1484599687517,30181706.0,,,,,,,8.035567352081832,0.6049557522123895,0.38010304000385486,,0.6333866936276575,0.975,0.6483613714609755
"Egypt, Arab Rep.",EGY,2014,3.441,42.839,95592324.0,,13.105,4.77415323,70.415,73.163,67.773,54853.0,3196.86138078687,1.37,47193391.0,48398933.0,0.19,94.0,158.20581055,66.1214960792046,66.1214960792046,30655760.0,,,,,,,8.069924788966496,0.6148400272294079,0.38501910821050245,,0.6347628275339119,0.9375,0.6430304907434555
"Egypt, Arab Rep.",EGY,2015,3.436,42.785,97723799.0,,13.052,5.06153202,70.483,73.081,67.967,53740.0,3370.38244716015,1.27,48251205.0,49472593.0,0.18,93.0,173.5194397,67.6489631610219,67.6489631610219,30540697.0,,,,,,,8.122781502711579,0.6166916269571138,0.39258216394199874,,0.6362512989019014,0.925,0.6426312724502534
"Egypt, Arab Rep.",EGY,2016,3.203,42.732,99784030.0,,12.45,5.07462406,70.844,73.552,68.233,50635.0,3331.61246134688,1.27,49274300.0,50509730.0,0.16,95.0,145.2776947,61.4577552982506,61.4577552982506,30927659.0,,,,,,,8.111211688403236,0.6265214431586111,0.39092668549437765,,0.6531580868930267,0.95,0.6551515538865038
"Egypt, Arab Rep.",EGY,2017,3.151,42.705,101789386.0,,11.767,5.34661913,71.302,73.974,68.712,47302.0,2439.96728439968,1.3,50273865.0,51515521.0,0.15,94.0,107.98847961,58.9353384135579,58.9353384135579,30428646.0,,,,,,,7.799739910164441,0.638992511912866,0.3463594347006713,,0.6723397084842868,0.9375,0.6487979137744561
"Egypt, Arab Rep.",EGY,2018,3.098,42.704,103740765.0,,9.855,4.74892998,71.367,73.927,68.875,45412.0,2531.20007864537,1.26,51250007.0,52490759.0,0.15,95.0,120.22325897,65.4631301601869,65.4631301601869,29899860.0,,,,,,,7.836448808643723,0.6407624234172907,0.3516119641405379,,0.7260370151936417,0.95,0.6671028506878676
"Egypt, Arab Rep.",EGY,2019,3.001,42.73,105618671.0,,7.851,4.5994668,71.358,73.711,69.049,43174.0,3017.25833578941,1.22,52189268.0,53429404.0,0.15,95.0,145.31028748,67.7529020891301,67.7529020891301,29708924.0,,,,,,,8.012103862205073,0.6405173587474473,0.3767457430964239,,0.7823180835229029,0.95,0.6873952963416935
"Egypt, Arab Rep.",EGY,2020,2.96,42.783,107465134.0,,7.974,4.15384626,70.99,73.39,68.667,41130.0,3571.5569065135,1.13,53107732.0,54357401.0,0.13,94.0,150.90655518,54.8587056496436,54.8587056496436,29873073.0,,,,,,,8.1807568879732,0.6304969366916268,0.40087762990500325,,0.77886370657455,0.9375,0.686934568292795
"Egypt, Arab Rep.",EGY,2021,2.917,42.862,109262178.0,,7.441,4.60955143,70.221,72.608,67.935,39547.0,3886.7224983901,,54001891.0,55260287.0,,96.0,179.68119812,,,31447172.0,,,,,,,8.265321536070617,0.6095575221238938,0.41297764712437945,,0.7938326733507457,0.9625,0.6947169606497547
El Salvador,SLV,2012,2.187,67.187,6161289.0,,3.843,8.60625362,71.831,76.163,67.26,1772.0,3471.05126865498,1.08,3216582.0,2944707.0,2.69,93.0,298.72540283,24.2617826031933,24.2617826031933,2579866.0,42.0,11.22,17.45,2.51,56.53,80.2,8.152212786324577,0.6533968686181076,0.39679336858268244,0.7338351929022718,0.894880220181425,0.925,0.7207811300568974
El Salvador,SLV,2013,2.154,68.036,6185642.0,,3.693,9.05235958,71.771,76.158,67.146,1684.0,3555.16209958481,1.08,3229694.0,2955948.0,2.74,92.0,321.82662964,25.8009636408055,25.8009636408055,2630753.0,44.0,10.85,17.84,2.51,57.01,82.47,8.176155938830659,0.6517631041524846,0.40021929849698884,0.7643500470493346,0.8990928749964896,0.9125,0.7255850649390595
El Salvador,SLV,2014,2.126,68.874,6209526.0,,4.154,8.5989418,71.746,76.267,66.993,1609.0,3638.51765819162,1.37,3242771.0,2966755.0,2.78,94.0,312.86746216,23.5624481373706,23.5624481373706,2617260.0,45.0,2.68,18.24,2.46,57.46,84.76,8.199331640926834,0.6510823689584749,0.4035354170021094,0.7951337545369002,0.8861459825315248,0.9375,0.7346795046058018
El Salvador,SLV,2015,2.067,69.7,6231066.0,,3.998,8.75833225,71.814,76.572,66.834,1529.0,3761.51368000275,1.03,3254990.0,2976076.0,2.89,94.0,329.44250488,23.9410831694199,23.9410831694199,2618193.0,50.0,12.3,18.63,2.45,57.88,87.08,8.232576729841396,0.6529339686861808,0.40829232378734764,0.8263207420352198,0.8905271435391917,0.9375,0.743114835609588
El Salvador,SLV,2016,1.965,70.501,6250510.0,,4.418,8.71456337,72.025,77.075,66.762,1425.0,3870.31298246063,1.07,3266614.0,2983896.0,3.01,98.0,337.27490234,22.7554051143461,22.7554051143461,2673318.0,61.0,2.28,19.04,2.43,58.28,89.44,8.261090656774535,0.6586793737236216,0.41237226753033523,0.858045436214545,0.8787317100570113,0.9875,0.7590657575051025
El Salvador,SLV,2017,1.896,71.275,6266654.0,,4.385,8.42286873,72.311,77.494,66.908,1323.0,3986.04901435439,1.06,3276963.0,2989691.0,3.15,92.0,335.73712158,22.1065954946575,22.1065954946575,2687119.0,74.0,10.51,19.46,2.42,58.65,90.81,8.290555797323929,0.6664669843430907,0.41658831662461276,0.8764618900389838,0.8796584941163256,0.9125,0.7503351370246026
El Salvador,SLV,2018,1.849,72.023,6276342.0,,4.006,8.322752,72.555,77.488,67.352,1238.0,4145.86235103186,1.07,3284064.0,2992279.0,3.28,89.0,345.05181885,21.0853412269847,21.0853412269847,2694155.0,73.0,10.38,19.9,2.41,59.01,92.19,8.32986609201811,0.6731109598366237,0.42221306944272163,0.8950127705336739,0.8903024686157217,0.875,0.7511278536857482
El Salvador,SLV,2019,1.838,72.746,6280217.0,,4.17,8.80846119,72.559,76.776,68.009,1176.0,4280.28840404719,1.06,3287678.0,2992539.0,3.28,90.0,377.02557373,18.2675885826061,18.2675885826061,2762085.0,60.0,10.5,20.37,2.41,59.36,99.58,8.361775670428809,0.673219877467665,0.42677888337229314,0.9943540798494421,0.8856966326845844,0.8875,0.7735098946747969
El Salvador,SLV,2020,1.819,73.444,6292731.0,,5.008,9.08151054,71.061,75.413,66.432,1124.0,3960.31389233069,1.08,3295300.0,2997430.0,3.15,76.0,354.48699951,20.0287144500145,20.0287144500145,2632889.0,41.0,,20.88,2.4,59.72,99.65,8.284078566847237,0.6324302246426141,0.41566151562602577,0.9952950665412018,0.8621619344510911,0.7125,0.7236097482521865
El Salvador,SLV,2021,1.803,74.118,6314167.0,,4.327,9.71643353,70.748,75.149,66.078,1075.0,4599.67878581609,1.16,3307476.0,3006692.0,,78.0,442.21374512,,,2768977.0,39.0,,21.42,2.4,60.07,99.66,8.4337417508686,0.6239074200136148,0.4370762219425352,0.9954294932114531,0.8812873873114838,0.7375,0.7350401044958174
Equatorial Guinea,GNQ,2012,5.04,69.0,1193636.0,,8.116,1.51459265,58.865,60.647,57.194,3218.0,18756.4250273225,,569135.0,624500.0,9.97,54.0,284.08352661,30.2700780563152,30.2700780563152,409858.0,236.0,10.05,12.64,10.47,20.05,31.38,9.839291640825111,0.3003403675970048,0.6381907331928391,0.07756418873504503,0.7748757266829557,0.4375,0.44569420324156894
Equatorial Guinea,GNQ,2013,4.952,69.544,1243941.0,,8.039,1.64174569,59.224,60.986,57.585,3201.0,17644.5943045414,,591454.0,652487.0,9.73,53.0,289.67935181,29.5859759824635,29.5859759824635,426879.0,248.0,10.67,12.98,10.32,20.4,30.78,9.778184743753316,0.3101157249829815,0.6294471917316414,0.06949858851996238,0.7770382228213554,0.425,0.44221994561118805
Equatorial Guinea,GNQ,2014,4.863,70.083,1295183.0,,8.044,1.75401485,59.595,61.452,57.896,3171.0,16804.9249271976,,614281.0,680902.0,9.21,53.0,294.76089478,29.8573749067307,29.8573749067307,443914.0,260.0,10.96,13.35,10.17,20.76,30.78,9.729427272859589,0.320217835262083,0.6224706802618875,0.06949858851996238,0.7768978009941866,0.425,0.44281698100762384
Equatorial Guinea,GNQ,2015,4.774,70.616,1346973.0,,8.178,2.34058356,60.103,62.054,58.343,3134.0,9788.98380369718,,637482.0,709490.0,8.71,40.0,229.11935425,38.4946753401213,38.4946753401213,460736.0,274.0,11.92,13.75,10.03,21.13,30.78,9.189012930718963,0.3340503744043567,0.5451449538192429,0.06949858851996238,0.7731344960260623,0.2625,0.39686568255392485
Equatorial Guinea,GNQ,2016,4.686,71.138,1398927.0,,8.232,2.8594172,60.479,62.332,58.813,3089.0,8035.3076664385,,660879.0,738048.0,7.87,53.0,229.76306152,36.5313373748734,36.5313373748734,477565.0,294.0,11.36,14.18,15.53,21.51,30.78,8.991600568221179,0.34428863172226,0.5168980085615842,0.06949858851996238,0.7716179402926392,0.425,0.4254606338192891
Equatorial Guinea,GNQ,2017,4.599,71.646,1450694.0,,8.329,2.74714279,60.821,62.832,59.046,3042.0,8410.39797433692,,684340.0,766354.0,7.19,53.0,231.0456543,32.7521931809298,32.7521931809298,493923.0,286.0,5.85,14.62,15.31,21.9,30.78,9.037224073409423,0.35360108917631033,0.5234260934150811,0.06949858851996238,0.768893756845564,0.425,0.42808390559138354
Equatorial Guinea,GNQ,2018,4.513,72.143,1502091.0,,8.256,2.85223937,61.191,63.042,59.556,2980.0,8719.18687590562,,707784.0,794308.0,6.94,53.0,248.69200134,31.3913053457764,31.3913053457764,510441.0,254.0,10.37,15.09,15.11,22.3,,9.073281264379183,0.3636759700476515,0.5285853726343813,,0.7709439155222289,0.425,0.5220513145510653
Equatorial Guinea,GNQ,2019,4.429,72.627,1553031.0,,8.367,3.16833544,61.644,63.54,59.984,2919.0,7317.39002617962,,731149.0,821881.0,6.94,53.0,231.83953857,31.5523784625482,31.5523784625482,527542.0,286.0,5.97,15.57,14.92,22.73,,8.898008989574338,0.3760108917631041,0.5035063639595657,,0.7678265509590811,0.425,0.5180859516704377
Equatorial Guinea,GNQ,2020,4.346,73.1,1596049.0,,9.075,3.89984655,60.708,62.943,58.812,2861.0,6198.94251851904,,751896.0,844153.0,6.56,53.0,246.76673889,35.3790521811967,35.3790521811967,516539.0,275.0,,16.08,14.74,23.18,,8.732133994956724,0.35052416609938725,0.47977197451558773,,0.7479428202319769,0.425,0.500809740211738
Equatorial Guinea,GNQ,2021,4.266,73.561,1634466.0,,9.194,3.40450907,60.594,62.726,58.781,2795.0,7473.92606069296,,771091.0,863375.0,,53.0,255.56524658,,,535701.0,275.0,,16.62,14.57,23.64,,8.919175717126942,0.34742001361470387,0.5065350263335794,,0.7446007807453591,0.425,0.5058889551734106
Eritrea,ERI,2012,4.407,36.372,3252596.0,,5.649,3.7449646,64.838,66.658,62.965,3912.0,,1.21,1652054.0,1600542.0,1.4,94.0,25.96233749,42.9058422883202,42.9058422883202,1467999.0,160.0,12.27,1.26,30.94,10.55,27.8,,0.4629816201497615,,0.02943944078505177,0.844159856208049,0.9375,0.5685202292857156
Eritrea,ERI,2013,4.335,36.979,3296367.0,,5.61,4.97097206,65.067,66.896,63.181,3776.0,,1.16,1673718.0,1622649.0,1.35,94.0,29.52669525,43.4740446424338,43.4740446424338,1496111.0,144.0,11.97,1.33,30.87,10.81,27.8,,0.46921715452688884,,0.02943944078505177,0.8452551464599658,0.9375,0.5703529354429766
Eritrea,ERI,2014,4.273,37.59,3323425.0,,5.652,4.02524328,65.6,67.588,63.556,3657.0,,1.15,1687076.0,1636349.0,1.35,94.0,31.54170799,35.7775635476002,35.7775635476002,1508859.0,119.0,11.75,1.41,30.81,11.08,27.8,,0.483730428863172,,0.02943944078505177,0.8440756031117477,0.9375,0.5736863681899929
Eritrea,ERI,2015,4.217,38.206,3340006.0,,5.793,4.45034695,66.033,67.981,64.022,3509.0,,1.15,1695227.0,1644779.0,1.32,95.0,26.82466125,41.1496360897538,41.1496360897538,1517960.0,102.0,11.65,1.5,30.78,11.36,27.8,,0.4955207624234173,,0.02943944078505177,0.8401157075855872,0.95,0.5787689776985141
Eritrea,ERI,2016,4.164,38.827,3365287.0,,5.83,3.6608541,66.289,68.3,64.213,3356.0,,1.14,1707716.0,1657572.0,1.29,95.0,23.64590836,39.6073262193782,39.6073262193782,1526925.0,108.0,11.47,1.59,30.77,11.67,27.8,,0.5024914908100748,,0.02943944078505177,0.8390765860645379,0.95,0.5802518794149161
Eritrea,ERI,2017,4.112,39.451,3396933.0,,5.879,3.98912001,66.577,68.53,64.552,3237.0,,1.14,1723370.0,1673563.0,1.24,95.0,22.35861588,41.4045411789422,41.4045411789422,1544776.0,99.0,11.33,1.7,30.79,11.99,,,0.5103335602450646,,,0.8377004521582836,0.95,0.7660113374677827
Eritrea,ERI,2018,4.056,40.08,3445374.0,,5.758,4.12701797,67.067,69.115,64.947,3136.0,,1.08,1747412.0,1697963.0,1.23,95.0,24.02440262,41.5613821480188,41.5613821480188,1575236.0,89.0,11.28,1.82,30.84,12.34,,,0.5236759700476512,,,0.8410986603757689,0.95,0.7715915434744733
Eritrea,ERI,2019,3.997,40.712,3498818.0,,5.789,4.58734369,67.3,69.309,65.216,3074.0,,1.01,1773958.0,1724860.0,1.23,95.0,25.98394394,36.2661285542054,36.2661285542054,1610509.0,86.0,10.91,1.95,30.91,12.71,,,0.5300204220558201,,,0.8402280450473222,0.95,0.7734161557010474
Eritrea,ERI,2020,3.933,41.347,3555868.0,,6.307,4.15886974,67.133,69.337,64.862,3018.0,,1.0,1802355.0,1753513.0,1.07,95.0,24.70353127,32.3515206386852,32.3515206386852,1633675.0,80.0,,2.11,30.99,13.11,,,0.5254731109598365,,,0.8256803437526329,0.95,0.7670511515708233
Eritrea,ERI,2021,3.867,41.985,3620312.0,,6.341,4.15077114,66.536,68.655,64.35,2961.0,,,1834472.0,1785840.0,,95.0,25.36040497,,,1684158.0,74.0,,2.28,31.09,13.53,,,0.509217154526889,,,0.824725475327885,0.95,0.7613142099515914
Estonia,EST,2012,1.56,67.974,1322696.0,95.8873999502315,10.021,6.09506845,76.3268292682927,81.5,71.4,44.0,17403.2053254767,5.53,705538.0,617158.0,15.45,94.0,1058.71960449,7.99013886909247,7.99013886909247,683224.0,23.0,21.09,22.02,1.11,47.27,99.74,9.764409682345141,0.7758156369855057,0.6274761732979707,0.9965049065734641,0.721375010531637,0.9375,0.8117343454777155
